instance_id,event_id,is_cc,nu_pdg,nu_flavour,nu_energy_truth,nu_dir_truth_x,nu_dir_truth_y,nu_dir_truth_z,zenith_truth_deg,L_truth_km,nu_energy_reco,nu_dir_reco_x,nu_dir_reco_y,nu_dir_reco_z,zenith_reco_deg,L_reco_km,n_primaries,n_total_particles,n_primary_leptons,n_primary_protons,n_primary_pions,n_primary_photons,n_primary_other,leading_lepton_pdg,leading_lepton_energy,n_points_raw,n_points_filtered,direction_recon_ok,is_ccqe_topology,is_ccqe_reconstructed,n_hits,n_hits_w,n_hits_v,n_hits_u,total_adc,mean_adc,max_adc,drift_range,drift_std,channel_range_w,channel_range_v,channel_range_u,hit_density
829,40,True,12,nue,1.389058232307434,0.3449369551162008,0.5489350047063766,0.7613730081918942,123.2939804820585,7022.851726870127,1.4259955998118696,0.29430847657333103,0.8082223280941123,0.5100580251179451,143.9226099094747,10316.345430186113,8,26,1,2,2,3,0,11.0,0.27087849378585815,3386,2834,False,False,False,835,250,252,333,236961.59375,283.7863464355469,9680.197265625,101.0103759765625,11.238797187805176,154.238037109375,74.6719970703125,197.880859375,8.266477497259743
830,41,False,14,numu,3.9212098121643066,-0.6408395989024824,-0.6726037102119738,-0.3700389945500239,47.73166013157086,24.493290551386053,0.9258521593983625,-0.418509459754416,-0.8599138450361004,-0.29222938115681757,30.69308920670768,19.17924232133464,4,5,0,0,1,3,0,,,700,639,False,False,False,757,173,316,268,169229.625,223.55300903320312,1208.362060546875,188.59059143066406,51.70587921142578,43.5890007019043,62.92101287841797,65.2693862915039,4.0139860332232615
831,42,True,-12,nue,1.7050102949142456,-0.06953489975685266,-0.2617180474085616,0.9626362560055872,74.82797055012914,61.97458798497405,1.542405466677305,-0.32357219304320145,-0.3684924259008137,0.8715012151127195,68.3773287077792,44.414802176249395,24,25,1,1,0,22,0,-11.0,1.5287151336669922,7704,6426,False,False,False,1399,448,436,515,348453.0,249.07290649414062,2468.8291015625,463.5499267578125,38.29287338256836,278.85296630859375,201.77166748046875,285.92730712890625,3.018013636168527
832,43,True,14,numu,0.8278648257255554,-0.62105821764885,0.24280184201724447,0.7452073240406771,104.05196655280018,3159.6628575845957,0.8484868630887169,-0.41602973965905227,-0.023960475616528726,0.9090352860738965,88.62703447974881,330.86846551330257,2,5,1,1,0,0,0,13.0,0.6962421536445618,2399,2200,True,True,True,1172,434,536,202,269973.8125,230.35308837890625,4129.07568359375,73.68402099609375,22.320810317993164,215.625,250.76754760742188,114.0244140625,15.905755198432125
833,44,True,14,numu,1.2817001342773438,-0.0013061334873381927,0.7430994966608824,0.669179670998497,137.99611876640907,9488.525568519715,1.3894232779852815,-0.44006556986888373,0.8210402412359001,0.36364160445041155,145.18906186274194,10479.315554511519,17,27,1,3,0,13,0,13.0,0.8875026702880859,680,642,False,False,False,1025,125,480,420,314315.875,306.6496276855469,4196.888671875,380.3647155761719,80.93978881835938,307.11395263671875,311.8365783691406,451.68212890625,2.6947820289990423
834,45,True,12,nue,0.5714690089225769,-0.6748449954874676,-0.23173034400394416,-0.7006320573120629,76.60103423875834,69.65224252120652,1.3757409980205937,-0.010966366363986015,-0.9978850549357162,0.06407149088879989,3.727037374712461,16.53487991178281,36,37,1,4,0,30,1,11.0,0.07505833357572556,597,591,False,False,False,350,116,107,127,75502.828125,215.7223663330078,3517.636962890625,320.1520690917969,55.86591720581055,226.16302490234375,268.27618408203125,318.1982421875,1.0932304794808148
835,46,True,-14,numu,26.148408889770508,-0.6242845415672085,0.7786956578732581,0.062465058789327656,141.14130571860616,9940.975524545238,,,,,,,59,107,1,6,2,45,5,-13.0,16.116119384765625,16205,0,False,False,False,8323,2023,3289,3011,3000581.5,360.5168151855469,27994.03125,634.748779296875,102.45075225830078,592.6729736328125,821.8485107421875,670.7288818359375,13.112274133428926
836,47,True,-14,numu,0.5077057480812073,0.5964015951428173,0.7853572419705547,0.16588893813484581,141.7537308565353,10025.65861607271,0.4003912131568421,-0.0035633900120172896,0.9296034152958985,0.36854415274404134,158.37307885521514,11859.963808992568,5,7,1,2,0,2,0,-13.0,0.40577682852745056,491,400,False,False,False,433,88,118,227,139038.59375,321.10528564453125,1577.927978515625,68.44924926757812,12.600686073303223,79.03497314453125,70.6976318359375,173.386474609375,6.325854624165996
837,48,False,12,nue,0.1981002688407898,-0.8201231394966589,-0.3399429044804347,0.4602573820761052,70.12660445812377,48.066909668893004,0.16165777800564407,0.8690578831911622,0.1791129889196026,-0.4611474090392166,100.31809819033849,2370.5055411385465,3,4,0,2,0,1,0,,,34,23,False,False,False,34,13,8,13,27707.078125,814.9140625,1540.609619140625,30.67214012145996,4.945974349975586,53.64801025390625,3.2669677734375,5.600372314453125,1.108497805023122
838,49,False,14,numu,0.1052008867263794,-0.937747448797435,0.14598142553677732,-0.315149402144685,98.39411549254204,1966.673491586057,0.6648485357872032,-3.629218189211169e-12,0.9968220270535441,0.07966082086486129,175.43093001873598,12715.068269797222,5,6,0,2,0,3,0,,,48,36,False,False,False,33,6,18,9,14289.5263671875,433.0159606933594,1048.4918212890625,342.46343994140625,170.33030700683594,1.43701171875,449.67291259765625,76.3128662109375,0.09636065095195602
839,50,False,12,nue,0.25796082615852356,0.6432373115214907,-0.023171543144724076,-0.7653161703863947,88.67224953886782,334.3309407262516,0.008610684185868038,-0.06348313354429266,-0.8280009729667158,-0.5571214234990155,34.106066125388914,19.91572033876946,14,15,0,0,0,14,0,,,170,131,False,False,False,129,39,47,43,23386.57421875,181.29127502441406,2688.9189453125,204.6739959716797,59.212703704833984,252.02899169921875,125.07562255859375,370.15924072265625,0.6302705890290502
840,51,True,14,numu,0.48935726284980774,-0.7002510593736655,0.19014654680144458,0.6881080907717517,100.96133662361996,2506.253114450774,0.652968712540427,-0.6484966487055125,0.48214239565557415,0.5890592558726355,118.82541897950564,6176.089488047519,3,5,1,1,0,1,0,13.0,0.4011435806751251,248,208,True,False,False,393,92,184,117,108451.6953125,275.9585266113281,1979.059814453125,122.08810424804688,34.61809158325195,71.44598388671875,75.28829956054688,42.61932373046875,3.2189868326691387
841,52,True,12,nue,32.30976486206055,-0.11386899536193518,-0.4112390050047071,-0.9043872691817383,65.71730904847959,39.87117068185216,,,,,,,26,121,1,5,1,19,0,11.0,24.89855194091797,182965,0,False,False,False,14526,3611,6412,4503,7275118.0,500.834228515625,18298.904296875,606.959228515625,28.167709350585938,498.78900146484375,781.0196533203125,659.1376953125,23.93241476124299
842,53,False,12,nue,0.20655947923660278,0.13734191161376566,-0.9888596715649709,-0.05739119502758505,8.560332533194426,16.685397846280466,0.25557646179076743,-0.0001823536239330208,0.9994430920915172,0.03336873413395779,178.08772881875183,12748.414720479299,2,3,0,1,0,1,0,,,57,45,True,False,False,44,5,17,22,14465.8876953125,328.7701721191406,860.124267578125,94.57527923583984,39.371673583984375,45.5050048828125,374.7601013183594,441.2723083496094,0.4652378544955535
843,54,True,14,numu,0.7622544765472412,-0.8294237656526091,-0.3428414962015631,-0.44103959624156125,69.94991176229904,47.669239673083666,0.39082064514635073,-0.5730181845259794,-0.8136408658747022,-0.09817688924189538,35.54680538053835,20.26585941602025,6,9,1,3,0,2,0,13.0,0.18766912817955017,754,593,False,False,False,478,161,170,147,139754.1875,292.3727722167969,2884.906982421875,161.31787109375,40.23565673828125,53.7230224609375,75.51423645019531,39.66949462890625,2.96309390124675
844,55,True,-12,nue,1.0779919624328613,0.4949644221448054,0.6213179955562004,0.6074324400366546,128.41244549971262,7941.472053385678,33.47281411688208,-0.0052984765231163895,0.9435058629848673,0.3313134658593202,160.6489104372693,12036.806370556918,16,17,1,3,0,10,2,-11.0,0.9026498198509216,8896,7195,False,False,False,1240,423,465,352,300990.625,242.734375,1835.3809814453125,210.84259033203125,19.464828491210938,301.84503173828125,239.80752563476562,250.54161071777344,5.881164702289369
845,56,True,14,numu,0.4498751759529114,-0.0910599396288536,0.7300040262724526,-0.6773493995131301,136.88673159175318,9322.098369541574,0.3411568175784114,0.3607263207521925,0.8330102711079712,-0.41948827128444327,146.40921894059684,10631.514247533836,7,9,1,1,0,5,0,13.0,0.39555975794792175,371,295,False,False,False,356,98,58,200,113402.140625,318.54534912109375,1613.0850830078125,161.51174926757812,19.85788345336914,77.1939697265625,41.2955322265625,124.98443603515625,2.2041740097199445
846,57,False,14,numu,0.10956384241580963,-0.4743300079938692,-0.5975903874665457,0.646449357895976,53.30248391304962,27.54696833410162,0.006243206523555277,-0.5731136159992793,-0.3507052848879283,-0.7406393091835646,69.46954045009457,46.62245554093897,4,5,0,1,0,3,0,,,24,20,False,False,False,36,6,18,12,4813.26318359375,133.70175170898438,385.1508483886719,183.2423858642578,86.9363784790039,11.0169677734375,398.56182861328125,93.56591796875,0.196461096215305
847,58,False,12,nue,0.1214524433016777,0.4536567731355827,0.7351317840095307,-0.5037626349057414,137.3183528540019,9387.264146741105,0.0024309123400598764,0.12138457791893552,0.7661495029052086,0.6310948608898218,140.00936556437972,9781.495243200889,2,3,0,0,0,2,0,,,12,8,False,False,False,22,4,9,9,1595.6925048828125,72.53147888183594,101.1114501953125,651.7943725585938,316.552734375,12.9329833984375,418.6298828125,398.561767578125,0.0337529762855114
848,59,False,16,nutau,0.40404462814331055,0.9031893224264714,-0.18417192742731195,-0.3877238050500901,79.38714220010398,86.51592783918636,0.1486677014970975,-0.013093412890660796,-0.9995442100815407,0.02720173949113343,1.7299616854369138,16.507504509504543,21,22,0,1,0,19,1,,,146,137,False,False,False,125,38,43,44,17670.97265625,141.36778259277344,1011.3882446289062,109.87928771972656,24.080379486083984,171.5570068359375,211.41510009765625,81.205810546875,1.1376120340244873
849,60,True,14,numu,0.4818984568119049,0.10810165919906047,0.9821324832906818,-0.15404485237647167,169.1527786028202,12528.18508528191,0.491874070450985,0.9546037579475822,-0.04932839081138033,-0.29376585092946667,87.1725439346335,241.84743634781375,96,335,1,12,5,75,3,13.0,0.36884605884552,202,149,True,False,False,341,78,158,105,110568.046875,324.2464599609375,5678.0419921875,83.42092895507812,22.64629554748535,40.23599624633789,86.80619812011719,52.27040100097656,4.087703221138034
850,61,False,14,numu,41.006595611572266,0.2057491275599487,-0.9395319372510954,-0.27376456197529236,20.026900621963684,17.558922922356032,,,,,,,0,3,0,0,0,0,0,,,26508,0,False,False,False,11321,2717,5252,3352,4272968.0,377.43731689453125,18567.908203125,657.1586303710938,39.00135803222656,976.0230102539062,968.224853515625,801.92236328125,17.227195195788717
851,62,True,12,nue,0.5914126038551331,0.31038360580063473,0.8187840652024373,-0.482964462275194,144.9632586019786,10450.629257078916,0.6138157209068542,0.4244102264475997,0.8436820824079966,-0.32874991028197076,147.53100565559075,10767.212958478074,3,4,1,1,0,1,0,11.0,0.28535711765289307,1017,951,True,False,False,527,165,114,248,184447.46875,349.9952087402344,3316.298583984375,83.6151123046875,22.520626068115234,95.32099914550781,53.20379638671875,151.43670654296875,6.302688419285375
852,63,True,12,nue,2.8729913234710693,0.09759997102128584,0.6518937655842402,-0.7520031675791292,130.68453631943672,8329.74146038553,,,,,,,5,6,1,2,0,2,0,11.0,2.7187161445617676,33202,0,False,False,False,2428,784,525,1119,837745.4375,345.0351867675781,8424.642578125,100.78484344482422,8.216358184814453,266.39898681640625,167.6287841796875,289.90167236328125,24.090923962482865
853,64,True,14,numu,0.3359895646572113,-0.5195636818813807,-0.31063967277650284,-0.79596267134029,71.90221563855988,52.48879025046563,36.1975721783995,-0.0032737515067020736,-0.9999878676687993,-0.003680633950824009,0.2822345635832909,16.500199668648747,6,8,1,2,0,2,1,13.0,0.261260062456131,212,180,False,False,False,214,69,110,35,51531.65625,240.80213928222656,1231.5823974609375,71.88233947753906,16.764585494995117,112.08599853515625,55.53729248046875,144.21026611328125,2.9770873006556524
854,65,True,14,numu,98.17210388183594,0.5260706185323468,0.3714030972902159,0.765055189930915,111.80217597745272,4775.377171952199,,,,,,,64,333,1,6,5,49,3,13.0,80.08589172363281,38611,0,False,False,False,20571,6460,8240,5871,5441725.5,264.5338439941406,7037.390625,694.8093872070312,130.8231964111328,1160.033935546875,1396.5792236328125,804.1795654296875,29.60668116861595
855,66,True,-14,numu,0.30234068632125854,-0.8908738855612119,-0.030437953491898605,-0.45322979934277674,88.25576432711571,304.17473904819224,0.2336363569719127,-0.9456267217657076,0.3250070031960226,0.012670870379793866,108.96599927576725,4190.488843314513,4,6,1,0,0,3,0,-13.0,0.2567938268184662,101,89,False,False,False,191,25,83,83,67477.0625,353.2830505371094,6667.2998046875,133.0122528076172,20.568429946899414,135.63201904296875,138.2928009033203,115.42449951171875,1.4359579359674002
856,67,False,12,nue,6.746509075164795,-0.8336700689689082,-0.49493457893637094,0.2450183231483983,60.33456350856812,33.206035248051194,5.438978492443922,-0.9262392520589502,-0.3161120852860853,0.20531438693223472,71.57203757915465,51.603020300756725,2,18,0,1,1,0,0,,,291,220,True,False,False,363,108,142,113,133059.984375,366.5564270019531,4815.06982421875,126.43164825439453,23.72859764099121,84.303955078125,111.541259765625,110.8487548828125,2.8711165678201365
857,68,False,14,numu,0.11672096699476242,-0.1531395993631757,0.04084513023038124,0.9873600855024216,92.34090478199867,787.5628732982107,0.11951520658469617,-0.025856440080202655,0.9996179493621837,-0.009767283108496557,178.41615775457674,12750.639346866448,2,3,0,1,0,1,0,,,17,16,True,False,False,33,4,18,11,4263.5009765625,129.19700622558594,236.0126495361328,130.40115356445312,60.08803176879883,11.01702880859375,481.39361572265625,113.63400268554688,0.25306524595803637
858,69,False,16,nutau,3.424116611480713,-0.006184820439357431,0.8813325803710637,0.47245595643680444,151.80353194845466,11246.010444755259,36.4780982705168,0.0005714658407300219,-0.9999998321135551,-9.591482805589428e-05,0.03320056331797721,16.500002762969416,14,15,0,0,0,13,1,,,780,729,False,False,False,338,92,122,124,68905.203125,203.86154174804688,1347.705078125,186.9078369140625,37.08881378173828,169.64096069335938,340.3739318847656,250.15118408203125,1.8083778913743862
859,70,True,-12,nue,0.9029391407966614,-0.40867963884558633,-0.7355618336909495,0.5403052300415468,42.64528834212276,22.407304491526702,1.2221015736555534,-0.4154284213213603,-0.8619605313079471,0.29059124079325516,30.46257093324687,19.133860424493832,9,20,1,2,1,5,0,-11.0,0.5506114959716797,1021,926,False,False,False,765,184,269,312,197765.296875,258.5167236328125,4069.348388671875,194.01766967773438,34.30875778198242,187.364013671875,206.4310302734375,117.29132080078125,3.9429398429054117
860,71,False,14,numu,4.036165714263916,-0.5633205663938061,0.024303367252499222,0.8258809150343358,91.39261748691021,638.9788620612442,0.1783191496730003,-0.08628258415374454,0.962124551385861,0.2585955593050811,164.18034893088574,12273.652428564195,11,18,0,0,2,8,1,,,378,308,False,False,False,254,74,101,79,57134.64453125,224.93954467773438,1017.431884765625,309.71539306640625,67.16575622558594,105.45501708984375,181.07958984375,169.412109375,0.8201077688945855
861,72,False,12,nue,0.9573779702186584,-0.7698632387553749,0.1928595438830702,0.6083714243340977,101.11971115414723,2539.707794521317,0.4111941759468258,-0.0019576588691193057,-0.8988047377867243,0.4383448538581124,25.998602571279932,18.35207614285264,2,3,0,1,0,1,0,,,220,167,True,False,False,49,17,12,20,17889.138671875,365.08447265625,1068.0181884765625,15.31939697265625,5.465293884277344,5.748016357421875,3.26690673828125,6.5338134765625,3.19855932237154
862,73,False,14,numu,0.18708117306232452,-0.1204556229894757,-0.17762425521644895,0.9766985547491196,79.76859013341488,89.47497383184282,0.003513033750304438,0.08978700468306414,-0.9298564097633457,0.3567987542187674,21.58755704565539,17.741087671275636,8,9,0,1,0,7,0,,,37,27,False,False,False,40,11,15,14,4133.6484375,103.3412094116211,258.08062744140625,67.57720947265625,27.37313461303711,104.97607421875,73.88818359375,154.16064453125,0.5919155335377556
863,74,True,14,numu,0.6150805950164795,-0.35262238650718036,0.7079968300813175,-0.61188065922105,135.0721647640863,9042.446927808356,0.7774609523171464,-0.009525173476291076,0.9938673297716136,0.11016806199116612,173.65130249317681,12677.477461913033,5,13,1,2,0,2,0,13.0,0.20653167366981506,907,832,True,False,False,622,199,236,187,141798.765625,227.9722900390625,1310.872802734375,207.4806671142578,29.83133316040039,368.9800109863281,294.78692626953125,353.12445068359375,2.9978696745633173
864,75,True,14,numu,0.47371387481689453,0.05177745867545911,0.9334908387800017,-0.3548435552281034,158.98568139860362,11909.412015285217,0.49071320920345063,0.13299912738832306,0.9768119626656422,-0.167778490001671,167.63732593930985,12460.49822920271,3,6,1,1,0,1,0,13.0,0.3131258487701416,234,188,False,False,False,395,92,149,154,108435.75,274.5208740234375,4386.51953125,108.6295166015625,23.739437103271484,72.88298034667969,37.95233154296875,45.88621520996094,3.6362124435184904
865,76,False,-14,numu,0.12105601280927658,-0.22126081862666166,-0.786652476522377,-0.5763866161890564,38.1262285194919,20.95828990491009,0.0040367417968809605,-0.6995760112491598,-0.690063498122246,0.18548793234063587,46.36486449568005,23.87695968015214,2,3,0,0,0,2,0,,,17,11,False,False,False,37,4,22,11,3356.328369140625,90.71157836914062,201.13626098632812,36.66424560546875,16.564882278442383,11.97503662109375,403.45477294921875,30.0947265625,1.0091575426955237
